Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#amaro-falso-two-bottle-packs--regular,ICMK6E43D66YSMZSEJCURX24,Amaro Falso (Two Bottle Packs),Regular,NA,NA,"Experience the unique flavor profiles of Amaro Falso with our two bottle packs. This alcohol-free alternative is perfect for those looking to enjoy the distinctive taste without the effects of alcohol. With its versatile nature, Amaro Falso can be used as a delightful cocktail ingredient, adding depth and complexity to your favorite drinks. Whether you're creating a refreshing mocktail or experimenting with new flavor combinations, Amaro Falso is sure to elevate your mixology skills. Don't miss out on this exceptional product. Order your two bottle packs of Amaro Falso today and indulge in a world of flavor.",Alcohol-Free,051497327149,visible,Physical good,NA,NA,NA,NA,11.00,N,NA,6.25,0,NA,NA,N,N
#ameztoi-rubentis-regular,FSSXY3UIEYTXWBPX5KETBGJD,AmeZtoi Rubentis,Regular,NA,664841009037,Bin 140,Wine,664841009037,visible,Prepared food and beverage,N,N,Y,Y,23.00,N,N,16.66,18,Y,12,N,N
#ameztoi-stimatum-hondarrabi-beltza--regular,JTSSIOQSOVQLEFDK7PV2F32U,Ameztoi Stimatum (Hondarrabi Beltza),Regular,NA,Z608179,"Bin 263
This wine, made from native grapes, is very evocative of its place. It shows a beautiful, rich ruby color with violet touches. Fragrance and flavor of red berry fruit like raspberry and strawberry, and flowers on the nose and palate. Especially delightful served with a slight chill.
Pair with tinned sardines or grilled fish.

Hondarrabi Beltza
Basque Country, Spain",Wine,664841009051,visible,Prepared food and beverage,N,N,N,Y,26.00,N,N,16.33,29,Y,12,N,N
#ameztoi-txakolina-spanish-white--regular,L74F74BH2YJBQU43M65BOSIC,Ameztoi Txakolina (Spanish White),Regular,NA,G459244,"Bin 170

A light, crisp, and refreshing selection. Briny notes are balanced with fresh acidity, low alcohol, and refreshing spritz. Ameztoi is a traditional and historic winery in Getaria, located just to the west of San Sebastián. The beautiful vineyards, some of which date to 1860, overlook the Bay of Biscay.
Excellent choice to pair with seafood.

Hondarrabi Zuri
Basque Country, Spain",Wine,664841009006,visible,Prepared food and beverage,N,N,N,Y,23.00,N,N,15.66,8,Y,5,N,N
#ameztoi-unicus-sparkling-white--regular,NQM5SFCXXS632E7DG4OMTMVI,Ameztoi Unicus (Sparkling White),Regular,NA,NA,"Bin 264
Sparkling white wine from Spain. Grape is Hondarrabi Zuri.",Wine,664841009099,unavailable,Physical good,N,N,N,N,43.00,N,N,28.33,13,NA,NA,N,N
#amherst-pumpkin-ale-regular,IMAL6BJZZKKCH4INX5QV2U53,Amherst Pumpkin Ale,Regular,NA,799804063617,NA,Beer,NA,visible,Prepared food and beverage,NA,NA,NA,NA,15.00,N,NA,9.83,0,NA,NA,N,N
#ampelos-pinot-noir-regular,QFLIWL5GNGEBTNVTEF7MELUK,Ampelos Pinot Noir,Regular,NA,NA,"First vineyard in the USA to be certified organic and biodynamic.
Bin 229",Wine,868106000160,unavailable,Prepared food and beverage,N,N,N,N,27.00,N,N,21,3,Y,12,N,N
#angelo-negro-figli-unfiltered-roero-brachetto-rosso-2023-regular,3T464DXQOVVKEJPJQJH757ZX,Angelo Negro & Figli Unfiltered Roero Brachetto Rosso 2023,Regular,NA,672321000306,Bin 81,Wine,672321000306,visible,Prepared food and beverage,N,N,N,N,22.00,N,N,NA,32,NA,NA,N,N
#angelo-parodi-boneless-and-skinless-sardines-in-olive-oil-regular,TJCX43YFNQJH6SFBJMFY2MTC,Angelo Parodi Boneless And Skinless Sardines In olive Oil,Regular,NA,NA,NA,Tinned Fish,8000935251289,hidden,Prepared food and beverage,NA,NA,N,Y,6.00,N,N,3.3,0,NA,NA,N,N
#angelo-parodi-mackerel-fillets-in-olive-oil-regular,LZPMEJHBAM4FE6OA7SA5QGNH,Angelo Parodi Mackerel Fillets In Olive Oil,Regular,NA,NA,NA,Tinned Fish,8000935225068,unavailable,Prepared food and beverage,N,N,N,N,6.00,N,N,3.34,9,Y,5,N,N
#anne-sophie-dubois-fleurie-l-alchimiste-gamay--regular,OC25NWBC5OJLDEXA4IRTOTKH,Anne-Sophie Dubois Fleurie l'Alchimiste (Gamay),Regular,NA,ASD,"Bin 57
Anne-Sophie Dubois Fleurie l'Alchimiste is a wine made from Gamay grapes, grown in the Fleurie appellation of the Beaujolais region in France. This wine is crafted by the talented winemaker Anne-Sophie Dubois, who has made a name for herself as one of the leading female winemakers in the region.
The Fleurie l'Alchimiste is a medium-bodied red wine that exhibits a bright ruby color with aromas of ripe red fruits such as cherries and raspberries, along with floral notes of violets and roses. On the palate, the wine is soft and silky with a smooth texture and flavors of red fruit, pepper, and spice.
Anne-Sophie Dubois is known for her natural approach to winemaking, using minimal intervention techniques and allowing the terroir to fully express itself in her wines. The Fleurie l'Alchimiste is a testament to her philosophy, showcasing the unique characteristics of the Fleurie appellation and the Gamay grape.
Overall, the Anne-Sophie Dubois Fleurie l'Alchimiste is a beautifully balanced wine that offers bot",Wine,NA,visible,Prepared food and beverage,N,N,N,Y,31.00,N,N,21.66,12,Y,5,N,N
#anne-sophie-pic-michel-chapoutiere-cornas-regular,NVTRUTBOMQZBQATOWZXL7T6C,Anne-Sophie Pic & Michel Chapoutiere Cornas,Regular,NA,202928Z,"Anne-Sophie Pic & Michel Chapoutier Cornas is a red wine made from the Syrah grape variety, produced in the Cornas appellation in the Rhône Valley, France. The wine is a collaboration between Anne-Sophie Pic, a three-Michelin-starred chef, and Michel Chapoutier, a renowned winemaker. The vineyard is located in the steep hills of Cornas, where the vines benefit from the region's sunny, Mediterranean climate and well-draining soils.
The wine is deep ruby in color, with aromas of black fruit, spice, and earthy notes. On the palate, it is full-bodied and rich, with flavors of dark berries, black pepper, and a hint of leather. The tannins are firm but well-integrated, providing a long and satisfying finish. This wine is a perfect pairing for grilled meats, hearty stews, and strong cheeses.
Anne-Sophie Pic & Michel Chapoutier Cornas is a true collaboration between two masters of their craft, resulting in a wine that showcases the best of the Cornas terroir and the Syrah grape variety.",Wine,3391186091430,visible,Prepared food and beverage,N,N,N,Y,59.00,N,N,42,10,Y,5,N,N
#apple-cider-shrub-regular,SKX7AAJQGCRBQ7LZXAJCGNZ6,Apple Cider Shrub,Regular,NA,ACS,NA,Alcohol-Free,NA,unavailable,Prepared food and beverage,NA,NA,N,N,16.00,N,N,12,6,NA,NA,N,N
#aria-di-caiarossa-regular,GGJEQD4GIR3UDMHO3MG74GUS,Aria Di Caiarossa,Regular,NA,ARIA,"Indulge in the exquisite taste of Aria Di Caiarossa, a premium wine that will captivate your senses with its rich flavors and aromas. Crafted with utmost care and precision, this exceptional wine is the perfect choice for those seeking a truly luxurious and unforgettable drinking experience.",Wine,NA,unavailable,Prepared food and beverage,N,N,N,N,42.00,N,N,28.75,9,N,0,N,N
#ariston-glaze-with-balsamic-vinegar-of-modena-regular,RVV3K6OAWR3LO5LSPG2IYBCV,Ariston Glaze With Balsamic Vinegar Of Modena,Regular,NA,396320067084,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,10.00,N,NA,4.99,9,NA,NA,N,N
#ariston-sicilian-lemon-infused-balsamic-regular,HBQBW2Q5M5YW3TZ63JH3TY56,Ariston Sicilian Lemon Infused Balsamic,Regular,NA,839632006629,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,12.00,N,NA,12,5,NA,NA,N,N
#ariston-traditional-modena-balsamic-premium-vinegar-aged-250ml-product-of-italy-sweet-taste-regular,FJ7KFBKZHGTZYYE6Y7HCEOWY,Ariston Traditional Modena Balsamic Premium Vinegar Aged 250ml Product of Italy Sweet Taste,Regular,NA,839632002256,NA,FOOD,839632002256,visible,Physical good,NA,NA,NA,NA,16.00,N,NA,7.99,4,NA,NA,N,N
#armorica-sauvignon-blanc-chardonnay-pinot-gris--regular,7E55546U4RTY6HRYOPMCOBTY,Armorica (Sauvignon Blanc/Chardonnay/Pinot Gris),Regular,NA,Y034822,"Bin 70
Peter Pick
Armorica is a unique white blend that showcases the best of three classic grape varieties: Sauvignon Blanc, Chardonnay, and Pinot Gris. This wine offers an enticing bouquet of citrus, stone fruit, and floral notes, with a hint of minerality that adds complexity to the aroma. On the palate, the wine is fresh and crisp, with bright acidity that balances the fruitiness and leaves a lingering, refreshing finish.
This delicious blend is made by the talented winemakers at Armorica Estate, which is located in the heart of the Loire Valley in France. The estate has been producing wine for generations and is renowned for its commitment to sustainable farming practices and traditional winemaking techniques. The grapes for Armorica are carefully selected and hand-harvested from the estate's vineyards, which are situated on the slopes of the Cher Valley and benefit from the region's unique microclimate.
Overall, Armorica is a delightful and versatile wine that can be enjoyed on its own or paired with a",Wine,850003799025,visible,Prepared food and beverage,N,N,N,Y,19.00,N,N,12.67,60,Y,24,N,N
#aromatic-savory-salts-wild-oregano-sage-regular,F3ACLSON5IR3Y4JE63C755RW,Aromatic Savory Salts Wild Oregano & Sage,Regular,NA,619193008030,NA,FOOD,619193008030,visible,Prepared food and beverage,NA,NA,N,Y,16.00,N,NA,9,2,NA,NA,N,N
#arribas-do-douro-green-pitted-olives-regular,Z7PRDNORBV6K4SSJKB4ECZYU,Arribas do Douro green pitted olives,Regular,NA,5600264814518,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,8.00,N,NA,4.99,13,NA,NA,N,N
#arroyabe-anchovies-in-oil-regular,IR7Q2FXYGNOYJE3UJZLFRT5Y,Arroyabe Anchovies in Oil,Regular,NA,832924000787,NA,Tinned Fish,NA,visible,Prepared food and beverage,N,N,Y,Y,7.00,N,N,4.1,5,NA,NA,N,N
#arugula-pine-nut-pesto-6-oz--default,JYNDUZ56GCVU5YJTOS3Z6JW7,Arugula & Pine Nut Pesto- 6 oz.,default,NA,145,"Inspired by the Italian condiment salsa verde, this clean and herbal pesto has the nuttiness of toasted Italian pine nuts and grated parmesan cheese. Toss into pasta or mix into aioli and lightly spread on a turkey club sandwich. Or simply pair with our pane rustico flatbread or dipping cracker to elevate any charcuterie board.",FOOD,619193001451,hidden,Prepared food and beverage,NA,NA,N,Y,15.00,N,N,8.5,0,Y,6,N,N
#aslina-sauvignon-blanc-regular,B7AWWN3PXARN2LV3NCNOCBDP,Aslina Sauvignon Blanc,Regular,NA,NA,"Bin 193
Indulge in the exquisite taste of Aslina Sauvignon Blanc, a carefully crafted wine from the renowned Stellenbosch region in South Africa. This exceptional wine is created by celebrated South Africa's first black female winemaker Ntsiki Biyela, known for her commitment to quality and innovation. Experience the elegance and complexity of Aslina Sauvignon Blanc - a true testament to the artistry of winemaking.",Wine,6009905245503,visible,Prepared food and beverage,N,N,Y,Y,18.00,N,N,13.34,2,Y,5,N,N
#athletic-brewing-co-non-alcoholic-cerveza-6pk-cans-regular,WWNJBLR5AG3HUEHI3AC6TYP2,Athletic Brewing Co Non-Alcoholic Cerveza 6pk Cans,Regular,NA,NA,NA,Alcohol-Free,855352008989,NA,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8.68,0,NA,NA,N,N
#athletic-brewing-co-run-wild-non-alcoholic-ipa-12pk-cans-regular,B36KBYOWUSF5R5U443CVWJTV,Athletic Brewing Co Run Wild Non-Alcoholic IPA 12pk Cans,Regular,NA,NA,NA,Alcohol-Free,855352008125,visible,Prepared food and beverage,NA,NA,NA,NA,24.00,N,NA,16.35,0,NA,NA,N,N
#athletic-brewing-co-seasonal-non-alcoholic-6pk-cans-regular,QKQAXHYOP2OCLIE7AB3P7APO,Athletic Brewing Co Seasonal Non-Alcoholic 6pk Cans,Regular,NA,855352008118,NA,Alcohol-Free,855352008118,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8.7,7,NA,NA,N,N
#athletic-brewing-company-craft-na-12-pack-x-12-fl-oz-cans-upside-dawn-craft-golden-low-calorie-award-winning-regular,J6P5FK5ZQ5IMPRYPFFKQAFHU,"Athletic Brewing Company Craft NA - 12 Pack x 12 FL oz Cans - Upside Dawn Craft Golden - Low-Calorie, Award Winning",Regular,NA,855352008132,NA,Alcohol-Free,855352008132,visible,Prepared food and beverage,NA,NA,NA,NA,24.00,N,NA,16.35,1,NA,NA,N,N
#athletic-brewing-company-hazy-ipa-alcohol-free-regular,I6NIQX5LB7MPBUVZFIAIKARQ,Athletic Brewing Company Hazy IPA  - Alcohol Free,Regular,NA,NA,NA,Alcohol-Free,855352008491,unavailable,Prepared food and beverage,NA,NA,N,N,13.00,N,N,8.68,4,Y,3,N,N
#athletic-brewing-company-light-craft-non-alcoholic-beer-6-pack-x-12-fl-oz-cans-athletic-lite-light-brew-low-calorie-award-winning-simply-crisp-refreshing-brisk-smooth-regular,2TRRLZN5DV2VLZF7TWBSFMJY,"Athletic Brewing Company Light Craft Non-Alcoholic Beer - 6 pack x 12 fl oz Cans - Athletic Lite Light Brew - Low-Calorie, Award Winning - Simply Crisp, Refreshing, Brisk & Smooth",Regular,NA,NA,NA,Beer,855352008941,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8.36,0,NA,NA,N,N
#athletic-brewing-company-upside-dawn-golden-ale-regular,6SV2BXP5KNE55FNJO6QMKHS2,"Athletic Brewing Company, Upside Dawn Golden Ale",Regular,NA,NA,NA,Alcohol-Free,855352008071,unavailable,Prepared food and beverage,NA,NA,N,N,13.00,N,N,8.68,6,Y,3,N,N
#athletic-cerveza-single-regular,ZJ6WQFCZM23IYE4WDFP3IQQ3,Athletic Cerveza Single,Regular,NA,ACerS,NA,Alcohol-Free,NA,NA,Physical good,NA,NA,NA,NA,3.00,N,NA,1.45,-6,NA,NA,N,N
#ati-manel-garfish-in-olive-oil-120g-regular,PN2SO5DGU7BAEFWYRIHG6CBF,"Ati Manel Garfish In Olive Oil, 120G",Regular,NA,ATI-14010,"Amongst the most sustainable species one can tin, garfish (or Belone belone) is a long and slender, needle-like fish known for its striking, silver skin, unique flavor, and firm texture.

If you enjoy sardines and mackerel, this offering in Portuguese olive oil is a must-try addition to your next tinned seafood spread. We recommend first trying them on grilled toast with piquillo peppers or giving them a quick batter, deep fry, and dowsing of lemon juice for a crispy, umami-rich appetizer.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-garfish-in-spiced-olive-oil-120g-regular,E6LUQ6QOF7WUVWW5K7CMDOSL,"Ati Manel Garfish In Spiced Olive Oil, 120G",Regular,NA,ATI-14020,"Amongst the most sustainable species one can tin, garfish (or Belone belone) is a long and slender, needle-like fish known for its striking, silver skin, unique flavor, and firm texture.

If you enjoy sardines and mackerel, this offering in Portuguese spicy olive oil is a must-try addition to your next tinned seafood spread. We recommend first trying them on grilled toast with preserved lemon or serving them in butter lettuce cups with red wine vinegar and crispy shallots.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-mackerel-fillets-in-olive-oil-125g-regular,EQODGAW4VIJ4DYOGUHIP5QBT,"Ati Manel Mackerel Fillets In Olive Oil, 125G",Regular,NA,ATI-13010,"Flaky, firm, and moist, these mackerel fillets in olive oil are a dependably delicious substitute for tuna when you want a similar experience while also avoiding mercury.

They are hand-sliced off the bone and skinned to showcase just their rich and tender meat, which makes them all-around excellent for serving as is, flaking for a sandwich, or cooking up in innumerable ways. We love stirring them into rotini for a simple, umami-rich pasta salad, or mixing with Japanese mayo and Sriracha for spicy mackerel sushi rolls.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,7.49,N,NA,NA,0,NA,NA,N,N
#ati-manel-mussels-in-pickled-sauce-110g-regular,LXEED3HXEMY55R2QK6WM5HBZ,"Ati Manel Mussels In Pickled Sauce, 110G",Regular,NA,ATI-65010,"Meaty, plump, and perfectly balanced, these rich, sweet, and savory mussels are as timeless and delicious as it gets.

Made in Galicia in the old way, the sauce is a classic escabeche, a medley of oil, vinegar and spice that predates modern Spain and harkens to a time when southern Iberia was part of the Islamic Empire called Al-Andalus (which became the name Andalusia). That tradition of flavor is one you can taste. We recommend enjoying them with potato chips or piling them atop forbidden rice with hand-torn cilantro.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,8.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-octopus-in-garlic-sauce-110g-regular,CQI3YFOUSMLZ3EAYGX6EKTIM,"Ati Manel Octopus In Garlic Sauce, 110G",Regular,NA,ATI-52010,"More garlic-infused olive oil than emulsified sauce, this tin of sweet, small, and tender tentacles is a shining example of octopus done extra right.

Modeling their recipe after Luís Mendonça’s great-grandpa’s original version, the can’s contents are a culinary window into conserva’s colorful past. Like all things octopus, crackers and pickled shallots will do them wonders, as will warming them up and tossing them (oil and all) with steamed baby potatoes and whole manzanilla olives.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,12.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-razor-shells-in-brine-110g-regular,PCTR2LADHK5G3M4S7M6DXFJ4,"Ati Manel Razor Shells In Brine, 110G",Regular,NA,ATI-62010,"Firm, clammy, rich, and sweet, Ati Manel’s razor clams in brine are a classic tin done beautifully right.

Hand-harvested from the silty sands of Galicia Spain, the clams come slightly trimmed, making them an excellent choice for cooking, but whole enough to gorgeously showcase on your next board of pintxos. Try them on garlic-rubbed crostini with piquillo peppers or chopped in a quick ceviche with fresh chilis, shallot, and lime.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,12.49,N,NA,NA,0,NA,NA,N,N
#ati-manel-sardines-in-olive-oil-lemon-125g-regular,DJHEQ552SH4XNCHWQ73XQDDR,"Ati Manel Sardines In Olive Oil & Lemon, 125G",Regular,NA,ATI-16020,"There are few matches more perfect than citrus and sardines. The lemon’s gentle brightness cuts through the fishes’ oils and pulls their natural flavor into delicious clarity.

Each tin boasts 4-6 fatty loins that come with skin and buttery-soft bones intact. They are big and beautiful and begging to find a home on your next seacuterie board. Delicious to enjoy on their own, we also invite you to pile them high on toast with lemon zest-whipped ricotta and sprigs of fresh mint.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-sardines-in-olive-oil-125g-regular,CLUWC2XS6TENZDGMVE55CC7I,"Ati Manel Sardines In Olive Oil, 125G",Regular,NA,ATI-16010,"Packed with the care and intention of a generations-old tradition, Ati Manel’s sardines in olive oil are a classic Portuguese tune played with expert precision.

Each tin boasts 4-6 fatty loins that come with skin and buttery-soft bones intact. They are big and beautiful and begging to find a home on your next seacuterie board. Delicious to enjoy on their own, we also invite you to pile them high on toast with thick slices of buffalo mozzarella and a gentle dusting of sea salt.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-sardines-in-spiced-olive-oil-120g-regular,A4RG2Q4SIFU5JJE6QKS2IE5V,"Ati Manel Sardines In Spiced Olive Oil, 120G",Regular,NA,ATI-16030,"Sardines caught in the Atlantic and canned by hand on the spot in Matosinhos, Portugal. Big Portuguese sardines with some cucumber, carrot, and chili pepper.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-sardines-in-tomato-sauce-120g-regular,SE5PY33JXK226IE2MYUA4JB3,"Ati Manel Sardines In Tomato Sauce, 120G",Regular,NA,ATI-16040,"Few things pair as perfectly with sardines than olive oil, and one of those things is tomato sauce.

Its meaty body and natural acidity land a flawless counterpunch to the fishes' natural fats and if you’ve never tried it, we promise this offering will make you a believer. We find it perfect atop warm sourdough, smeared with a bit of the sauce, and love it also as a secret ingredient alongside chili flakes in an easy, weeknight arrabbiata.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.99,N,NA,NA,0,NA,NA,N,N
#ati-manel-small-scallops-in-caldeirada-sauce-120g-regular,O2JAUMAN2EI2MZISFZYDBVDE,"Ati Manel Small Scallops In Caldeirada Sauce, 120G",Regular,NA,ATI-67010,"Briny, warm, hearty, and sweet, this tin is an excellent way to enjoy scallops, which come bathed in a traditional regional sauce.

A modern take on classic seafood and potato stew, caldeirada is a perfect match for winter months, though it shines just as bright when the weather is warm. We love giving the tin a gentle ride over a low gas flame and dunking bread to our hearts’ delight or piling the can’s entire contents over piping hot french fries with dots of garlic aioli for a quick and dirty conserva poutine.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,9.99,N,NA,NA,0,NA,NA,N,N
